pulse_num,rise_edge_arrivals
2509,9.99958205337e-09
2510,1.000001682931e-08
2511,1.000036345638e-08
2512,9.99989920566e-09
2513,1.000021195051e-08
2514,9.99967231414e-09
2515,9.99938684035e-09
2516,1.000086884323e-08
2517,9.99940235823e-09
2518,1.00001016726e-08
2519,1.000046657219e-08
2520,1.000005374165e-08
2521,9.9996053761e-09
2522,1.000068391425e-08
2523,9.99899769982e-09
2524,1.000051845148e-08
2525,9.99991913098e-09
2526,9.99970996106e-09
2527,9.99995466599e-09
2528,1.000048043728e-08
2529,9.99955946523e-09
2530,1.00002676863e-08
2531,9.99974228231e-09
2532,1.00002191126e-08
2533,1.000019854453e-08
2534,9.99989764469e-09
2535,9.9997426496e-09
2536,1.000051992062e-08
2537,9.99901698239e-09
2538,1.00006009074e-08
2539,1.000032057563e-08
2540,1.000002206315e-08
2541,9.99960262144e-09
2542,9.99990765326e-09
2543,1.000033085966e-08
2544,9.99984227618e-09
2545,1.000016750879e-08
2546,9.99984255165e-09
2547,1.000010580458e-08
2548,9.9996108854e-09
2549,9.99999056829e-09
2550,1.00007212857e-08
2551,9.99929841602e-09
2552,1.000036125266e-08
2553,1.00000340918e-08
2554,9.9994727855e-09
2555,9.99999066012e-09
2556,1.000035748797e-08
2557,9.99971840866e-09
2558,1.00002959674e-08
2559,1.000007449336e-08
2560,9.99992234474e-09
2561,1.000006393386e-08
2562,1.0000135463e-08
2563,9.99949445543e-09
2564,1.000011764958e-08
2565,1.000010231535e-08
2566,9.99981124044e-09
2567,9.99999451663e-09
2568,9.99992519121e-09
2569,9.99996632735e-09
2570,1.000006595394e-08
2571,1.000011168117e-08
2572,1.000051083027e-08
2573,9.99943541405e-09
2574,1.000040101147e-08
2575,1.000032782954e-08
2576,9.99953935626e-09
2577,1.000014896079e-08
2578,9.99984567359e-09
2579,9.99977258348e-09
2580,1.000050724922e-08
2581,9.99943798506e-09
2582,9.99994989126e-09
2583,1.000025060746e-08
2584,1.000008174728e-08
2585,1.000002022672e-08
2586,1.000018844414e-08
2587,1.000015318459e-08
2588,9.99992390571e-09
2589,9.99910889595e-09
2590,1.000101713534e-08
2591,9.99985265204e-09
2592,9.99997661139e-09
2593,9.99978286752e-09
2594,1.000013711579e-08
2595,9.99999929136e-09
2596,9.99972042874e-09
2597,1.000012031241e-08
2598,1.000005245615e-08
2599,9.99940713296e-09
2600,1.000031524997e-08
2601,1.000060761038e-08
2602,1.000011939419e-08
2603,9.99916885554e-09
2604,1.000045004428e-08
2605,9.99991068338e-09
2606,1.00002461082e-08
2607,9.9999432801e-09
2608,9.99973906855e-09
2609,1.000012297524e-08
2610,1.000001774753e-08
2611,1.00000987343e-08
2612,1.000016062216e-08
2613,1.000018174116e-08
2614,9.99961106904e-09
2615,9.99986119146e-09
2616,1.00002862343e-08
2617,9.99962263858e-09
2618,1.000042213047e-08
2619,9.999872761e-09
2620,9.99982969661e-09
2621,9.99990884695e-09
2622,1.000036217087e-08
2623,1.000003436726e-08
2624,9.99945341112e-09
2625,9.99988304504e-09
2626,9.99998579356e-09
2627,1.00005819003e-08
2628,9.99983153304e-09
2629,1.00000657703e-08
2630,9.99987964763e-09
2631,9.99986807809e-09
2632,9.99989277814e-09
2633,1.000042341597e-08
2634,9.99965238883e-09
2635,1.000040147058e-08
2636,9.99991683544e-09
2637,9.99992895591e-09
2638,1.000005181339e-08
2639,1.000042451784e-08
2640,9.99938032101e-09
2641,9.99992519121e-09
2642,9.99982721742e-09
2643,1.000018770957e-08
2644,1.000058263487e-08
2645,9.99943991332e-09
2646,9.99996384817e-09
2647,9.99988240228e-09
2648,1.000040385794e-08
2649,1.000015327642e-08
2650,1.000007155507e-08
2651,9.99924387391e-09
2652,1.000049457782e-08
2653,1.000016521324e-08
2654,9.99962998432e-09
2655,1.000026382979e-08
2656,1.000024087436e-08
2657,9.99935727375e-09
2658,1.000051404403e-08
2659,9.99936158938e-09
2660,1.000043562827e-08
2661,9.99985751859e-09
2662,9.99998854822e-09
2663,1.000054755897e-08
2664,9.99946204236e-09
2665,9.99982740106e-09
2666,1.000004924239e-08
2667,1.000054333517e-08
2668,9.99919456563e-09
2669,1.00010866444e-08
2670,9.99930355804e-09
2671,9.99997165302e-09
2672,9.99978984597e-09
2673,1.000077500142e-08
2674,9.99952255289e-09
2675,9.99981353598e-09
2676,1.000028017406e-08
2677,9.99980508838e-09
2678,1.000006567848e-08
2679,1.00003382054e-08
2680,9.99946571523e-09
2681,1.000053810133e-08
2682,1.000005291525e-08
2683,9.99954532468e-09
2684,9.9999052659e-09
2685,9.99971115474e-09
2686,1.000049623061e-08
2687,9.99979351884e-09
2688,1.0000334808e-08
2689,9.99949170078e-09
2690,1.000096176683e-08
2691,9.99949013981e-09
2692,9.99976220763e-09
2693,1.000027898038e-08
2694,9.99968149632e-09
2695,1.000000709621e-08
2696,9.99966974313e-09
2697,1.000066858002e-08
2698,9.99946268511e-09
2699,9.9999411682e-09
2700,1.000010249899e-08
2701,1.000005585355e-08
2702,9.99994860576e-09
2703,1.000016824336e-08
2704,1.000013013734e-08
2705,9.99951125881e-09
2706,1.00006697737e-08
2707,1.000012086334e-08
2708,9.99979085601e-09
2709,1.000038797278e-08
2710,9.99964770592e-09
2711,1.000037465863e-08
2712,9.99935764104e-09
2713,1.000079382487e-08
2714,9.99983015571e-09
2715,9.99962842335e-09
2716,1.000001040179e-08
2717,1.000007642162e-08
2718,1.000062817845e-08
2719,9.99900568831e-09
2720,9.99948830338e-09
2721,1.000023591598e-08
2722,1.000076618653e-08
2723,9.99983548137e-09
2724,9.99986495615e-09
2725,1.000042846617e-08
2726,1.000025675952e-08
2727,9.99910715134e-09
2728,1.000044141304e-08
2729,9.99972474436e-09
2730,9.99972217335e-09
2731,9.99984034793e-09
2732,1.000048273282e-08
2733,9.9998009564e-09
2734,1.000007926809e-08
2735,9.99990241942e-09
2736,1.000066481533e-08
2737,9.99948013124e-09
2738,1.000042699702e-08
2739,9.99944376983e-09
2740,9.99998248798e-09
2741,9.99980554749e-09
2742,1.000057905382e-08
2743,1.000003390815e-08
2744,9.99945974682e-09
2745,1.000037263855e-08
2746,1.00002507911e-08
2747,1.000013996226e-08
2748,9.9994524929e-09
2749,1.000015511285e-08
2750,1.000041533566e-08
2751,9.99957764593e-09
2752,9.99998790546e-09
2753,1.000015520467e-08
2754,9.99981142408e-09
2755,1.000072991694e-08
2756,9.99939611435e-09
2757,1.000007825805e-08
2758,1.000003647916e-08
2759,9.99985816134e-09
2760,9.99968195543e-09
2761,1.000046905138e-08
2762,9.99974586336e-09
2763,9.99984539812e-09
2764,1.000049136406e-08
2765,9.99987110821e-09
2766,1.000020148283e-08
2767,9.9993756381e-09
2768,9.99992509939e-09
2769,1.000065067478e-08
2770,9.9997029826e-09
2771,9.99993161874e-09
2772,1.000047061235e-08
2773,9.99949822012e-09
2774,1.000044150486e-08
2775,9.99970316625e-09
2776,9.99931953502e-09
2777,1.000052790911e-08
2778,1.000014997083e-08
2779,9.99998955825e-09
2780,9.99980233373e-09
2781,1.000010396814e-08
2782,9.99998478352e-09
2783,1.000080291523e-08
2784,9.99899687343e-09
2785,1.000040349066e-08
2786,9.99954358006e-09
2787,1.000062689295e-08
2788,9.99981849435e-09
2789,9.99993639347e-09
2790,1.000017118166e-08
2791,1.00000340918e-08
2792,9.99908134943e-09
2793,1.0000452248e-08
2794,9.99970729823e-09
2795,1.000101162604e-08
2796,9.9992658193e-09
2797,1.000072082659e-08
2798,1.000007082049e-08
2799,9.99915039937e-09
2800,1.000023095761e-08
2801,9.99981252594e-09
2802,9.99994548382e-09
2803,1.000072073477e-08
2804,9.99954532468e-09
2805,9.99941429505e-09
2806,1.000065563315e-08
2807,9.99996247084e-09
2808,9.99959500024e-09
2809,1.000064452272e-08
2810,1.000002279772e-08
2811,9.99968167996e-09
2812,9.99993529161e-09
2813,9.99983796056e-09
2814,9.99988267775e-09
2815,1.000045794095e-08
2816,9.99992913955e-09
2817,1.000003363269e-08
2818,1.000006613759e-08
2819,1.000038622817e-08
2820,9.99997725414e-09
2821,9.99966955949e-09
2822,1.000026079967e-08
2823,9.99942136533e-09
2824,1.000069979941e-08
2825,1.000009763244e-08
2826,9.99905306833e-09
2827,1.000024215986e-08
2828,1.00002630034e-08
2829,9.99915058302e-09
2830,1.000009414322e-08
2831,1.000024197622e-08
2832,1.000022939664e-08
2833,1.000035555971e-08
2834,9.99956607639e-09
2835,9.99988341232e-09
2836,1.00003403173e-08
2837,9.99998707907e-09
2838,1.000009313318e-08
2839,9.99974990351e-09
2840,1.000031671911e-08
2841,9.99967194686e-09
2842,9.99999231291e-09
2843,1.000054168238e-08
2844,9.99959619392e-09
2845,9.99981766796e-09
2846,1.000030680237e-08
2847,9.99951685994e-09
2848,9.99994649386e-09
2849,1.000027172646e-08
2850,1.000033205334e-08
2851,1.00002191126e-08
2852,9.9994094285e-09
2853,1.000089436968e-08
2854,9.99938399388e-09
2855,9.99992390571e-09
2856,1.000024124164e-08
2857,9.99994080091e-09
2858,9.99999837314e-09
2859,1.000023646691e-08
2860,9.9990934699e-09
2861,1.000085286625e-08
2862,1.000000140326e-08
2863,9.99943541405e-09
2864,1.000027218557e-08
2865,9.99982510552e-09
2866,9.99977533814e-09
2867,1.000044875877e-08
2868,9.99967121228e-09
2869,9.99966524387e-09
2870,1.000032874776e-08
2871,1.000050522914e-08
2872,9.99980839396e-09
2873,9.9995884809e-09
2874,1.000036611921e-08
2875,9.99998827275e-09
2876,1.000019514713e-08
2877,9.99960932443e-09
2878,1.000029431461e-08
2879,9.99982372819e-09
2880,9.99897639718e-09
2881,1.000055710843e-08
2882,1.000002041036e-08
2883,9.99999773039e-09
2884,9.99985173382e-09
2885,1.000033893997e-08
2886,1.000001122818e-08
2887,1.000050697376e-08
2888,9.99989323725e-09
2889,9.99962328133e-09
2890,1.00001650296e-08
2891,1.00004691432e-08
2892,9.99941906979e-09
2893,9.99957617678e-09
2894,1.00004340673e-08
2895,9.9996966469e-09
2896,9.99995787975e-09
2897,9.99998395713e-09
2898,1.000049779158e-08
2899,1.000025960599e-08
2900,1.000016411138e-08
2901,9.99960482516e-09
2902,9.99938270838e-09
2903,1.000065811234e-08
2904,1.000001536016e-08
2905,9.9996974733e-09
2906,1.000002748063e-08
2907,1.000032525853e-08
2908,9.99971850048e-09
2909,1.000026107514e-08
2910,9.99980251737e-09
2911,9.99986945542e-09
2912,1.000054507978e-08
2913,9.99948013124e-09
2914,1.00005797884e-08
2915,9.9996011523e-09
2916,1.000007678891e-08
2917,9.99949620005e-09
2918,1.000020607392e-08
2919,1.000039403302e-08
2920,9.99972327521e-09
2921,1.000004630409e-08
2922,1.000041193826e-08
2923,9.9994715e-09
2924,9.99999139469e-09
2925,9.9999509013e-09
2926,1.000024436358e-08
2927,1.000027099189e-08
2928,1.000018761775e-08
2929,9.99921017533e-09
2930,1.000084763241e-08
2931,9.99944845274e-09
2932,9.99975596375e-09
2933,1.000065746959e-08
2934,9.99957305484e-09
2935,9.99994594293e-09
2936,9.99995016673e-09
2937,1.000019477984e-08
2938,1.000026805359e-08
2939,9.99979618167e-09
2940,9.99981215865e-09
2941,1.000040890814e-08
2942,9.99947847845e-09
2943,9.99980949582e-09
2944,1.000091603961e-08
2945,9.99924846499e-09
2946,1.000041405016e-08
2947,9.99969655508e-09
2948,1.000046299114e-08
2949,1.000005704723e-08
2950,9.99952842948e-09
2951,1.000019239248e-08
2952,9.99963870739e-09
2953,1.000007329968e-08
2954,9.99999919954e-09
2955,1.000007256511e-08
2956,9.99998808911e-09
2957,9.99993079234e-09
2958,9.99932302425e-09
2959,1.000139617549e-08
2960,9.99889522676e-09
2961,1.000021553156e-08
2962,1.000029918116e-08
2963,1.00005282764e-08
2964,9.99946415426e-09
2965,9.99994575928e-09
2966,1.00003179128e-08
2967,9.99965477619e-09
2968,1.000009102128e-08
2969,9.99972226517e-09
2970,1.000008762387e-08
2971,1.000036749654e-08
2972,9.99997431585e-09
2973,1.000031515814e-08
2974,9.99912478111e-09
2975,1.000035675339e-08
2976,1.000007678891e-08
2977,9.9999192228e-09
2978,1.00001916579e-08
2979,9.99989590008e-09
2980,1.000036033444e-08
2981,9.99959555117e-09
2982,1.000051624775e-08
2983,9.9997114302e-09
2984,9.99999626124e-09
2985,9.99949996474e-09
2986,1.000013353474e-08
2987,9.99961758839e-09
2988,1.000072055112e-08
2989,9.99954716111e-09
2990,9.99992537486e-09
2991,1.000074286381e-08
2992,9.99978975415e-09
2993,9.99977129798e-09
2994,9.99998827275e-09
2995,1.000014905262e-08
2996,9.99938013737e-09
2997,1.000055756754e-08
2998,1.000002628695e-08
2999,1.000014620614e-08
3000,1.000016457049e-08
3001,9.9997840612e-09
3002,9.99956947379e-09
3003,1.000037043483e-08
3004,1.000006228107e-08
3005,9.99966405019e-09
3006,1.000041818214e-08
3007,1.000027429747e-08
3008,9.99952870494e-09
3009,1.000009377593e-08
3010,1.00002030438e-08
3011,9.99942760921e-09
3012,1.000093045562e-08
3013,9.9993722407e-09
3014,9.99966414201e-09
3015,1.000058180848e-08
3016,9.99939400245e-09
3017,1.000058245123e-08
3018,9.99956616821e-09
3019,1.000022453009e-08
3020,9.99971051199e-09
3021,9.99972162242e-09
3022,1.000064571641e-08
3023,9.9996848019e-09
3024,1.00003390318e-08
3025,9.99999938318e-09
3026,1.000012499532e-08
3027,9.99953026591e-09
3028,1.000038723821e-08
3029,9.99982097354e-09
3030,9.99976055484e-09
3031,1.000063157586e-08
3032,9.99958425709e-09
3033,1.000031901466e-08
3034,9.99908272675e-09
3035,1.000096084862e-08
3036,1.000002555238e-08
3037,9.99967323236e-09
3038,9.9997713898e-09
3039,1.000023701784e-08
3040,9.999649726e-09
3041,1.000069787115e-08
3042,9.99960427423e-09
3043,1.000027852127e-08
3044,9.99943155754e-09
3045,1.000051404403e-08
3046,9.99961106904e-09
3047,1.000042607881e-08
3048,9.99993244513e-09
3049,1.000013821765e-08
3050,9.99995696154e-09
3051,9.99955946523e-09
3052,1.000058731778e-08
3053,1.000000948357e-08
3054,1.000007825805e-08
3055,9.99931705583e-09
3056,9.99996715375e-09
3057,1.000001407466e-08
3058,1.000005548626e-08
3059,1.000049393507e-08
3060,9.99975265817e-09
3061,9.9997595448e-09
3062,1.0000482641e-08
3063,9.99949436361e-09
3064,1.000027080824e-08
3065,9.9999116016e-09
3066,1.00000036988e-08
3067,1.000006255654e-08
3068,1.000012049606e-08
3069,9.99985256022e-09
3070,9.99993648529e-09
3071,9.9998368587e-09
3072,1.000045702273e-08
3073,1.000041166279e-08
3074,9.99900210726e-09
3075,1.000043259815e-08
3076,1.000012049606e-08
3077,1.000001517652e-08
3078,9.99921348091e-09
3079,1.000062018996e-08
3080,9.99936838418e-09
3081,1.000081577027e-08
3082,9.99935571278e-09
3083,9.99959261287e-09
3084,1.00012049108e-08
3085,9.99972667261e-09
3086,1.000014657343e-08
3087,9.99990324582e-09
3088,9.99956616821e-09
3089,1.000087471983e-08
3090,9.99932403428e-09
3091,1.000007926809e-08
3092,9.99979517163e-09
3093,9.99955487414e-09
3094,1.000062450558e-08
3095,1.000007697255e-08
3096,1.000012251613e-08
3097,9.99948196768e-09
3098,1.000038852371e-08
3099,9.9998588041e-09
3100,1.000047088781e-08
3101,9.99994227006e-09
3102,9.99981133226e-09
3103,9.99987643387e-09
3104,1.000056133223e-08
3105,9.9992637074e-09
3106,9.99987092457e-09
3107,1.000008340007e-08
3108,1.000010139713e-08
3109,1.000006200561e-08
3110,9.99980582295e-09
3111,1.00000425394e-08
3112,1.00002930291e-08
3113,1.00001430842e-08
3114,9.99956277081e-09
3115,1.000036786382e-08
3116,9.99995338049e-09
3117,9.9998115159e-09
3118,1.000027861309e-08
3119,9.99973897673e-09
3120,9.99963898285e-09
3121,9.99997449949e-09
3122,1.000057418727e-08
3123,9.99949059892e-09
3124,1.000001646202e-08
3125,1.00002207654e-08
3126,9.99977120616e-09
3127,9.99975963662e-09
3128,1.000073267159e-08
3129,9.99995677789e-09
3130,1.000006016917e-08
3131,9.99974044587e-09
3132,9.99994144366e-09
3133,9.99972667261e-09
3134,1.000016154037e-08
3135,1.00003010176e-08
3136,9.99933789937e-09
3137,1.000020827764e-08
3138,9.99973282467e-09
3139,1.000073065152e-08
3140,1.000000617799e-08
3141,1.000031552543e-08
3142,9.99963815646e-09
3143,9.99990140938e-09
3144,1.000035326417e-08
3145,9.9995927047e-09
3146,9.99960491699e-09
3147,1.000024886285e-08
3148,1.000030239492e-08
3149,9.99992041648e-09
3150,9.99990774508e-09
3151,9.99978314298e-09
3152,1.000008211457e-08
3153,1.000030000756e-08
3154,9.99977166527e-09
3155,9.99978424484e-09
3156,1.000078455088e-08
3157,9.99964614495e-09
3158,1.00002854079e-08
3159,9.99992271203e-09
3160,9.99991187706e-09
3161,9.99933936852e-09
3162,1.000056610696e-08
3163,1.000036951661e-08
3164,9.99961290548e-09
3165,9.99990113392e-09
3166,1.00003711694e-08
3167,9.9991010911e-09
3168,1.000076113633e-08
3169,9.9994770093e-09
3170,1.000052653179e-08
3171,9.99979507981e-09
3172,1.000011544586e-08
3173,1.000007899263e-08
3174,1.000033701172e-08
3175,9.99939225784e-09
3176,1.000004942603e-08
3177,1.00000193085e-08
3178,1.000063873795e-08
3179,9.99906068953e-09
3180,1.000083633834e-08
3181,9.99922174487e-09
3182,9.99986973088e-09
3183,1.000034527567e-08
3184,9.99974843437e-09
3185,1.000036887386e-08
3186,1.000034279649e-08
3187,9.99929134575e-09
3188,9.99991463171e-09
3189,1.000009001124e-08
3190,1.000048282464e-08
3191,9.99955551689e-09
3192,1.000001205458e-08
3193,1.000035500878e-08
3194,1.000009212314e-08
3195,9.99981831071e-09
3196,1.000043094536e-08
3197,9.99956910651e-09
3198,1.000006136285e-08
3199,9.9999699084e-09
3200,9.99960555974e-09
3201,1.000020754306e-08
3202,1.000083294093e-08
3203,9.99880827157e-09
3204,1.000032397303e-08
3205,1.000044012753e-08
3206,9.99934377596e-09
3207,9.99995732882e-09
3208,1.000066628448e-08
3209,9.99966469294e-09
3210,9.9999559515e-09
3211,9.99996302177e-09
3212,1.000055215005e-08
3213,9.99956965744e-09
3214,1.000017246716e-08
3215,9.9997621158e-09
3216,1.000069520832e-08
3217,9.99920613517e-09
3218,1.000079584495e-08
3219,9.99929373311e-09
3220,1.00001325247e-08
3221,9.99994199459e-09
3222,1.000027953131e-08
3223,9.99979140694e-09
3224,1.000048971127e-08
3225,1.000055830211e-08
3226,9.9990546293e-09
3227,1.000028935623e-08
3228,9.99927417508e-09
3229,1.000050173992e-08
3230,9.99911357886e-09
3231,1.000131381139e-08
3232,9.99909778552e-09
3233,1.00002811841e-08
3234,1.000000535159e-08
3235,9.99999047647e-09
3236,1.000020203376e-08
3237,9.99934597968e-09
3238,1.000114036012e-08
3239,9.99942861925e-09
3240,1.00001008462e-08
3241,9.99947214275e-09
3242,1.000052230799e-08
3243,1.000001076908e-08
3244,9.99899531246e-09
3245,1.000072101023e-08
3246,1.000043994389e-08
3247,1.000053644854e-08
3248,9.99929722234e-09
3249,1.000001398284e-08
3250,9.99991196888e-09
3251,1.000001205458e-08
3252,9.99975118902e-09
3253,9.9997967326e-09
3254,9.99973319196e-09
3255,1.00003411437e-08
3256,1.00000564963e-08
3257,1.000018018019e-08
3258,1.000003087804e-08
3259,1.000029330457e-08
3260,9.9995445901e-09
3261,1.000013684032e-08
3262,9.99927224682e-09
3263,1.000043204722e-08
3264,9.99959435749e-09
3265,1.00003791579e-08
3266,9.9998389706e-09
3267,1.000006650487e-08
3268,1.000049522058e-08
3269,1.000007082049e-08
3270,9.99965110332e-09
3271,1.000003895835e-08
3272,1.000025620859e-08
3273,9.99967415058e-09
3274,9.99994502471e-09
3275,1.000004832417e-08
3276,1.000007311604e-08
3277,9.9997777255e-09
3278,1.00007909784e-08
3279,9.99939850172e-09
3280,9.99977726639e-09
3281,1.000049696519e-08
3282,1.000007513612e-08
3283,9.99999047647e-09
3284,9.9997967326e-09
3285,1.000038117797e-08
3286,9.99985779406e-09
3287,9.99963797281e-09
3288,9.99989204357e-09
3289,9.99980242555e-09
3290,1.000068988266e-08
3291,9.99984154161e-09
3292,1.000010093802e-08
3293,9.99974577154e-09
3294,9.99953476518e-09
3295,1.000022296912e-08
3296,1.000035500878e-08
3297,1.000007440154e-08
3298,9.99951281978e-09
3299,1.000018881143e-08
3300,9.99990177667e-09
3301,9.99966698848e-09
3302,1.00005916334e-08
3303,9.99978663221e-09
3304,1.000014317602e-08
3305,9.9996079471e-09
3306,1.000102723574e-08
3307,9.99902561363e-09
3308,1.000018963783e-08
3309,9.99980334377e-09
3310,1.000003179625e-08
3311,1.000034922401e-08
3312,9.99993813808e-09
3313,1.000002885796e-08
3314,1.000037842332e-08
3315,9.99937453624e-09
3316,9.99997459131e-09
3317,1.000070512507e-08
3318,1.000007577887e-08
3319,9.99944909549e-09
3320,1.000021011407e-08
3321,9.99982905385e-09
3322,9.99967571155e-09
3323,1.000019432073e-08
3324,1.000055646568e-08
3325,9.99976193216e-09
3326,1.000004731413e-08
3327,9.99969095396e-09
3328,9.99975229088e-09
3329,1.000039586945e-08
3330,1.000014418606e-08
3331,9.99916086705e-09
3332,1.000087168971e-08
3333,9.99952888859e-09
3334,1.000021424605e-08
3335,1.000022388733e-08
3336,9.99985099925e-09
3337,1.000019138244e-08
3338,1.000010396814e-08
3339,9.99943954603e-09
3340,9.99980352741e-09
3341,1.000040679624e-08
3342,1.000027200193e-08
3343,1.000005906731e-08
3344,9.99989029895e-09
3345,1.000007467701e-08
3346,9.99937848458e-09
3347,9.99968232271e-09
3348,1.000052093066e-08
3349,9.99988433054e-09
3350,1.000041129551e-08
3351,9.99939932811e-09
3352,1.000038907464e-08
3353,9.99976459499e-09
3354,1.000085571273e-08
3355,9.9994144787e-09
3356,1.000017614003e-08
3357,1.000003170443e-08
3358,1.000065085842e-08
3359,9.99891368293e-09
3360,1.000043553644e-08
3361,1.000015814297e-08
3362,9.99955193584e-09
3363,1.000040009325e-08
3364,9.99943927057e-09
3365,1.000005254797e-08
3366,9.99958186973e-09
3367,1.000030120124e-08
3368,1.000044187214e-08
3369,1.000005695541e-08
3370,9.99996871472e-09
3371,9.99985531487e-09
3372,9.99983373676e-09
3373,1.000035895711e-08
3374,9.99997615228e-09
3375,9.99977441992e-09
3376,1.000037502592e-08
3377,9.99939115598e-09
3378,1.000068492429e-08
3379,9.99978112291e-09
3380,1.000014574703e-08
3381,9.9999171109e-09
3382,9.99972299974e-09
3383,1.000022085722e-08
3384,1.000016457049e-08
3385,9.99957057566e-09
3386,1.000037640324e-08
3387,9.99987110821e-09
3388,1.000022480555e-08
3389,9.99954991576e-09
3390,1.000047318336e-08
3391,9.99966120371e-09
3392,9.99990792873e-09
3393,9.999882035e-09
3394,1.000006907588e-08
3395,9.99991004063e-09
3396,9.99968370004e-09
3397,9.99989865473e-09
3398,1.00002824696e-08
3399,1.000007688073e-08
3400,1.000009056217e-08
3401,1.000037181216e-08
3402,1.00002989057e-08
3403,9.99956350538e-09
3404,9.99990352128e-09
3405,1.000024463905e-08
3406,1.000010424361e-08
3407,9.99965349069e-09
3408,1.000009350046e-08
3409,9.99999350659e-09
3410,1.00001840367e-08
3411,9.99990095028e-09
3412,1.000023968067e-08
3413,9.9995475284e-09
3414,1.000007945174e-08
3415,9.9998207899e-09
3416,1.000014170688e-08
3417,9.99989874655e-09
3418,1.00000636584e-08
3419,1.000020166647e-08
3420,9.99960106047e-09
3421,1.000011296667e-08
3422,9.99992473211e-09
3423,1.000058098208e-08
3424,9.99951217703e-09
3425,1.000027943949e-08
3426,9.99979801811e-09
3427,1.000033168606e-08
3428,9.99960767164e-09
3429,1.000011627226e-08
3430,1.000040394977e-08
3431,9.99991600904e-09
3432,9.99960124412e-09
3433,1.000067886405e-08
3434,9.99874730194e-09
3435,1.000100997325e-08
3436,9.99979186605e-09
3437,9.99983832785e-09
3438,1.00002418844e-08
3439,1.00000256442e-08
3440,9.99953917262e-09
3441,1.000003813195e-08
3442,1.000025675952e-08
3443,1.000003941746e-08
3444,9.99946966356e-09
3445,1.000081531116e-08
3446,9.99931925955e-09
3447,1.000008000267e-08
3448,1.000055802665e-08
3449,9.99949069074e-09
3450,1.000013500389e-08
3451,9.99986743534e-09
3452,9.99966414201e-09
3453,1.000102282829e-08
3454,9.99882388127e-09
3455,1.000122713166e-08
3456,9.99956221988e-09
3457,9.99999470027e-09
3458,1.000005126246e-08
3459,9.9994347713e-09
3460,1.000031433175e-08
3461,1.000023371226e-08
3462,1.000002086947e-08
3463,9.99986504798e-09
3464,1.000014850169e-08
3465,9.9998896562e-09
3466,9.99959986679e-09
3467,1.000009515326e-08
3468,1.000024555726e-08
3469,1.00001037845e-08
3470,1.000027943949e-08
3471,9.99935525368e-09
3472,1.000017962926e-08
3473,1.000005273161e-08
3474,9.99980848578e-09
3475,1.00006782213e-08
3476,9.99912882127e-09
3477,1.000039164565e-08
3478,1.000010194806e-08
3479,9.9993165049e-09
3480,9.99986440522e-09
3481,1.00008260543e-08
3482,1.000009074581e-08
3483,9.99998854822e-09
3484,9.99983658324e-09
3485,1.000022425462e-08
3486,1.00002368342e-08
3487,9.99954918119e-09
3488,9.99966845763e-09
3489,1.000038420809e-08
3490,9.99983493044e-09
3491,9.99957103476e-09
3492,1.000079024383e-08
3493,9.99948463051e-09
3494,1.00001439106e-08
3495,9.99972171424e-09
3496,1.000002518509e-08
3497,1.00002009319e-08
3498,1.000042240594e-08
3499,9.99991398896e-09
3500,1.000042516059e-08
3501,9.99922110211e-09
3502,1.000046859227e-08
3503,9.99984034793e-09
3504,9.99966166282e-09
3505,1.000086039563e-08
3506,9.9992911621e-09
3507,9.99971850048e-09
3508,1.000088270832e-08
3509,9.99893599561e-09
3510,1.000075553521e-08
3511,9.99977754186e-09
3512,1.000043434276e-08
3513,9.99878201055e-09
3514,1.000084120489e-08
3515,9.99982611556e-09
3516,9.99997027569e-09
3517,1.000041854942e-08
3518,9.9996679067e-09
3519,9.99955918976e-09
3520,1.000057932929e-08
3521,1.000023710966e-08
3522,9.99969499411e-09
3523,9.99974632247e-09
3524,9.99986973088e-09
3525,9.99990471497e-09
3526,1.000042947621e-08
3527,1.000037217944e-08
3528,9.99980609842e-09
3529,9.99940860211e-09
3530,1.000082293236e-08
3531,9.99957599314e-09
3532,9.99929566137e-09
3533,1.000107232021e-08
3534,9.99953963173e-09
3535,1.000013729943e-08
3536,9.99994162731e-09
3537,9.99962952521e-09
3538,1.000099950557e-08
3539,9.99935461092e-09
3540,1.000010507e-08
3541,1.000000103597e-08
3542,9.99985990596e-09
3543,1.000036942479e-08
3544,1.000009552054e-08
3545,9.99952374657e-09
3546,1.0000473367e-08
3547,9.99992023284e-09
3548,9.9991475529e-09
3549,1.000069419829e-08
3550,9.99995815522e-09
3551,1.000023086579e-08
3552,9.99967910895e-09
3553,1.000006531119e-08
3554,9.99957737046e-09
3555,1.000062762752e-08
3556,9.99966634573e-09
3557,1.000009992799e-08
3558,9.99998487535e-09
3559,1.000026796177e-08
3560,9.99952457296e-09
3561,1.000045702273e-08
3562,9.9998579777e-09
3563,9.99972309157e-09
3564,1.000023362044e-08
3565,9.99990131756e-09
3566,1.000011113024e-08
3567,9.99999635306e-09
3568,9.99988478965e-09
3569,1.000025969781e-08
3570,9.99965909181e-09
3571,9.99993676075e-09
3572,9.99982593191e-09
3573,1.000068868898e-08
3574,9.99932596254e-09
3575,1.000039366573e-08
3576,9.99988194318e-09
3577,1.000012582172e-08
3578,1.000007798259e-08
3579,9.99983098211e-09
3580,1.00000150847e-08
3581,1.000017044708e-08
3582,9.99952971498e-09
3583,9.99996981658e-09
3584,1.000103237775e-08
